year,season,month,week_number,week_day,hour,working_day,holiday,weather_situation,temp,apparent_temp,humidity,windspeed,registered_user_rides,casual_user_rides,total_rides
0,3,7,30,2,6,1,0,1,23.96,26.0024,83.0,15.0013,108,2,110
0,3,7,30,2,7,1,0,1,25.84,28.9988,66.0,19.0012,288,30,318
0,3,7,30,2,8,1,0,1,26.78,28.9988,55.0,12.998,392,32,424
0,3,7,30,2,9,1,0,1,27.72,28.9988,40.0,15.0013,162,25,187
0,3,7,30,2,10,1,0,1,29.6,30.002,31.0,15.0013,96,42,138
0,3,7,30,2,11,1,0,1,30.54,30.9986,30.0,0.0,102,49,151
0,3,7,30,2,12,1,0,1,31.48,32.0018,28.0,0.0,122,25,147
0,3,7,30,2,13,1,0,1,31.48,32.0018,32.0,19.9995,139,43,182
0,3,7,30,2,14,1,0,1,32.42,32.9984,30.0,19.0012,101,46,147
0,3,7,30,2,15,1,0,1,33.36,34.0016,28.0,22.0028,114,49,163
0,3,7,30,2,16,1,0,1,32.42,34.0016,36.0,19.0012,213,41,254
0,3,7,30,2,17,1,0,1,32.42,34.0016,36.0,23.9994,465,72,537
0,3,7,30,2,18,1,0,1,31.48,32.9984,39.0,26.0027,478,68,546
0,3,7,30,2,19,1,0,1,30.54,32.9984,43.0,19.9995,329,69,398
0,3,7,30,2,20,1,0,1,29.6,32.0018,46.0,16.9979,243,47,290
0,3,7,30,2,21,1,0,1,28.66,30.9986,49.0,15.0013,222,45,267
0,3,7,30,2,22,1,0,1,27.72,30.002,55.0,8.9981,131,27,158
0,3,7,30,2,23,1,0,1,27.72,30.9986,58.0,7.0015,71,18,89
0,3,7,30,3,0,1,0,2,28.66,30.9986,52.0,11.0014,26,19,45
0,3,7,30,3,1,1,0,1,28.66,30.9986,49.0,12.998,9,1,10
0,3,7,30,3,2,1,0,1,27.72,30.002,52.0,19.9995,5,1,6
0,3,7,30,3,3,1,0,1,25.84,28.0022,58.0,11.0014,4,0,4
0,3,7,30,3,4,1,0,1,25.84,28.0022,51.0,12.998,3,1,4
0,3,7,30,3,5,1,0,1,24.9,26.999,54.0,19.0012,18,0,18
0,3,7,30,3,6,1,0,1,24.9,26.999,54.0,15.0013,119,4,123
0,3,7,30,3,7,1,0,1,25.84,28.0022,48.0,16.9979,313,34,347
0,3,7,30,3,8,1,0,1,26.78,28.0022,42.0,16.9979,405,28,433
0,3,7,30,3,9,1,0,1,27.72,28.0022,35.0,16.9979,189,27,216
0,3,7,30,3,10,1,0,1,28.66,28.9988,33.0,0.0,82,32,114
0,3,7,30,3,11,1,0,1,29.6,30.002,31.0,0.0,94,42,136
0,3,7,30,3,12,1,0,1,30.54,30.9986,30.0,19.0012,132,37,169
0,3,7,30,3,13,1,0,1,31.48,32.0018,30.0,23.9994,151,29,180
0,3,7,30,3,14,1,0,1,31.48,32.0018,28.0,15.0013,107,20,127
0,3,7,30,3,15,1,0,1,32.42,32.9984,26.0,16.9979,103,37,140
0,3,7,30,3,16,1,0,1,32.42,32.0018,25.0,11.0014,228,40,268
0,3,7,30,3,17,1,0,1,31.48,30.9986,26.0,15.0013,491,81,572
0,3,7,30,3,18,1,0,1,30.54,30.9986,28.0,7.0015,463,78,541
0,3,7,30,3,19,1,0,1,29.6,30.002,29.0,6.0032,288,87,375
0,3,7,30,3,20,1,0,1,27.72,28.9988,45.0,15.0013,239,55,294
0,3,7,30,3,21,1,0,1,26.78,28.0022,48.0,7.0015,196,49,245
0,3,7,30,3,22,1,0,1,25.84,28.0022,48.0,0.0,143,37,180
0,3,7,30,3,23,1,0,1,26.78,28.0022,45.0,6.0032,93,16,109
0,3,7,30,4,0,1,0,1,24.9,26.999,51.0,8.9981,31,14,45
0,3,7,30,4,1,1,0,1,25.84,28.0022,51.0,0.0,26,3,29
0,3,7,30,4,2,1,0,1,25.84,28.0022,54.0,7.0015,5,2,7
0,3,7,30,4,3,1,0,1,25.84,28.0022,54.0,0.0,5,0,5
0,3,7,30,4,4,1,0,1,24.9,26.999,61.0,7.0015,6,0,6
0,3,7,30,4,5,1,0,1,24.9,26.999,65.0,7.0015,26,1,27
0,3,7,30,4,6,1,0,1,24.9,26.999,70.0,6.0032,110,6,116
0,3,7,30,4,7,1,0,1,25.84,28.9988,70.0,11.0014,278,27,305
0,3,7,30,4,8,1,0,1,26.78,30.002,66.0,11.0014,409,47,456
0,3,7,30,4,9,1,0,1,28.66,32.9984,59.0,12.998,189,21,210
0,3,7,30,4,10,1,0,1,29.6,34.0016,55.0,19.0012,86,30,116
0,3,7,30,4,11,1,0,1,31.48,38.0012,56.0,19.0012,113,41,154
0,3,7,30,4,12,1,0,1,31.48,36.998,53.0,16.9979,151,35,186
0,3,7,30,4,13,1,0,1,32.42,36.998,47.0,16.9979,126,26,152
0,3,7,30,4,14,1,0,2,31.48,36.0014,49.0,16.9979,111,27,138
0,3,7,30,4,15,1,0,1,32.42,38.0012,50.0,12.998,124,22,146
0,3,7,30,4,16,1,0,1,32.42,36.998,47.0,11.0014,214,42,256
0,3,7,30,4,17,1,0,1,31.48,36.998,53.0,12.998,423,45,468
0,3,7,30,4,18,1,0,1,31.48,38.0012,56.0,15.0013,428,55,483
0,3,7,30,4,19,1,0,1,30.54,36.998,59.0,12.998,285,37,322
0,3,7,30,4,20,1,0,1,29.6,36.0014,63.0,12.998,229,41,270
0,3,7,30,4,21,1,0,1,28.66,34.0016,66.0,19.0012,165,31,196
0,3,7,30,4,22,1,0,1,27.72,32.0018,70.0,16.9979,149,25,174
0,3,7,30,4,23,1,0,1,27.72,32.9984,75.0,12.998,95,28,123
0,3,7,30,5,0,1,0,1,26.78,30.9986,79.0,11.0014,45,12,57
0,3,7,30,5,1,1,0,1,26.78,30.9986,79.0,8.9981,22,12,34
0,3,7,30,5,2,1,0,1,26.78,30.9986,79.0,0.0,10,3,13
0,3,7,30,5,3,1,0,1,26.78,30.9986,79.0,0.0,9,2,11
0,3,7,30,5,4,1,0,1,25.84,30.9986,84.0,8.9981,4,2,6
0,3,7,30,5,5,1,0,1,25.84,30.9986,84.0,0.0,23,4,27
0,3,7,30,5,6,1,0,2,25.84,30.9986,84.0,0.0,83,7,90
0,3,7,30,5,7,1,0,2,26.78,30.9986,79.0,6.0032,228,26,254
0,3,7,30,5,8,1,0,2,27.72,34.9982,77.0,0.0,354,30,384
0,3,7,30,5,9,1,0,1,32.42,36.998,47.0,16.9979,151,28,179
0,3,7,30,5,10,1,0,1,34.3,40.001,42.0,19.0012,69,37,106
0,3,7,30,5,11,1,0,1,35.24,42.0008,40.0,19.9995,118,43,161
0,3,7,30,5,12,1,0,1,37.12,40.9976,31.0,19.0012,95,40,135
0,3,7,30,5,13,1,0,1,36.18,38.9978,31.0,0.0,114,42,156
0,3,7,30,5,14,1,0,1,37.12,40.9976,30.0,15.0013,114,34,148
0,3,7,30,5,15,1,0,1,37.12,40.9976,30.0,16.9979,129,40,169
0,3,7,30,5,16,1,0,1,37.12,40.9976,30.0,26.0027,198,35,233
0,3,7,30,5,17,1,0,1,37.12,40.9976,30.0,19.9995,374,47,421
0,3,7,30,5,18,1,0,1,35.24,40.9976,37.0,22.0028,313,49,362
0,3,7,30,5,19,1,0,1,34.3,40.001,42.0,15.0013,219,22,241
0,3,7,30,5,20,1,0,1,32.42,36.0014,41.0,22.0028,153,53,206
0,3,7,30,5,21,1,0,1,30.54,34.0016,46.0,11.0014,134,29,163
0,3,7,30,5,22,1,0,1,29.6,32.9984,49.0,15.0013,127,47,174
0,3,7,30,5,23,1,0,1,28.66,30.9986,52.0,7.0015,90,26,116
0,3,7,30,6,0,0,0,1,27.72,30.002,55.0,12.998,73,60,133
0,3,7,30,6,1,0,0,1,27.72,30.002,55.0,6.0032,75,15,90
0,3,7,30,6,2,0,0,1,27.72,30.002,55.0,7.0015,31,11,42
0,3,7,30,6,3,0,0,1,26.78,28.9988,62.0,11.0014,25,18,43
0,3,7,30,6,4,0,0,1,25.84,28.9988,66.0,11.0014,6,4,10
0,3,7,30,6,5,0,0,1,25.84,28.9988,70.0,19.0012,9,4,13
0,3,7,30,6,6,0,0,1,25.84,28.9988,70.0,19.9995,18,6,24
0,3,7,30,6,7,0,0,1,27.72,32.0018,66.0,12.998,39,3,42
0,3,7,30,6,8,0,0,1,28.66,32.9984,59.0,15.0013,87,27,114
0,3,7,30,6,9,0,0,1,30.54,34.0016,46.0,19.9995,125,49,174
0,3,7,30,6,10,0,0,1,30.54,32.9984,41.0,19.9995,182,79,261
0,3,7,30,6,11,0,0,1,31.48,32.9984,36.0,12.998,206,111,317
0,3,7,30,6,12,0,0,1,31.48,32.0018,32.0,11.0014,230,111,341
0,3,7,30,6,13,0,0,1,33.36,34.0016,29.0,0.0,183,125,308
0,3,7,30,6,14,0,0,1,34.3,36.0014,29.0,0.0,193,112,305
0,3,7,30,6,15,0,0,1,34.3,36.998,31.0,8.9981,189,113,302
0,3,7,30,6,16,0,0,1,34.3,36.0014,27.0,15.0013,176,126,302
0,3,7,30,6,17,0,0,1,34.3,36.0014,29.0,7.0015,209,93,302
0,3,7,30,6,18,0,0,1,33.36,34.0016,28.0,12.998,207,92,299
0,3,7,30,6,19,0,0,1,26.78,26.999,33.0,15.0013,155,101,256
0,3,7,30,6,20,0,0,1,30.54,32.9984,43.0,8.9981,132,74,206
0,3,7,30,6,21,0,0,1,29.6,32.9984,49.0,11.0014,123,82,205
0,3,7,30,6,22,0,0,1,28.66,30.9986,52.0,7.0015,129,80,209
0,3,7,30,6,23,0,0,1,27.72,30.002,55.0,6.0032,114,63,177
0,3,7,30,0,0,0,0,1,27.72,30.002,55.0,6.0032,80,33,113
0,3,7,30,0,1,0,0,1,26.78,28.9988,62.0,6.0032,71,8,79
0,3,7,30,0,2,0,0,1,26.78,30.002,66.0,6.0032,48,19,67
0,3,7,30,0,3,0,0,1,26.78,30.002,66.0,0.0,26,24,50
0,3,7,30,0,4,0,0,1,25.84,28.9988,70.0,0.0,7,6,13
0,3,7,30,0,5,0,0,1,25.84,28.9988,69.0,0.0,4,4,8
0,3,7,30,0,6,0,0,1,26.78,30.002,70.0,0.0,8,5,13
0,3,7,30,0,7,0,0,1,26.78,28.9988,58.0,8.9981,26,19,45
0,3,7,30,0,8,0,0,1,27.72,30.002,55.0,15.0013,88,54,142
0,3,7,30,0,9,0,0,1,29.6,32.9984,49.0,0.0,128,55,183
0,3,7,30,0,10,0,0,1,31.48,32.9984,36.0,11.0014,163,91,254
0,3,7,30,0,11,0,0,1,32.42,32.9984,28.0,11.0014,163,112,275
0,3,7,30,0,12,0,0,1,34.3,34.9982,25.0,12.998,192,146,338
0,3,7,30,0,13,0,0,1,34.3,34.9982,24.0,8.9981,152,142,294
0,3,7,30,0,14,0,0,1,34.3,34.9982,24.0,11.0014,196,130,326
0,3,7,30,0,15,0,0,1,35.24,34.9982,18.0,19.9995,184,109,293
0,3,7,30,0,16,0,0,1,35.24,34.9982,17.0,19.0012,208,98,306
0,3,7,30,0,17,0,0,1,35.24,34.9982,16.0,11.0014,206,114,320
0,3,7,30,0,18,0,0,1,32.42,36.0014,41.0,19.0012,213,91,304
0,3,7,30,0,19,0,0,1,29.6,34.0016,55.0,22.0028,187,87,274
0,3,7,30,0,20,0,0,1,29.6,34.0016,55.0,22.0028,205,70,275
0,3,7,30,0,21,0,0,1,28.66,32.9984,59.0,19.9995,96,68,164
0,3,7,30,0,22,0,0,1,26.78,30.002,70.0,19.9995,71,25,96
0,3,7,30,0,23,0,0,1,26.78,30.002,66.0,15.0013,56,14,70
0,3,8,31,1,0,1,0,1,25.84,28.9988,70.0,15.0013,22,7,29
0,3,8,31,1,1,1,0,1,25.84,30.002,74.0,12.998,12,5,17
0,3,8,31,1,2,1,0,1,24.9,28.0022,74.0,7.0015,7,4,11
0,3,8,31,1,3,1,0,1,24.9,28.0022,79.0,11.0014,4,0,4
0,3,8,31,1,4,1,0,1,23.02,24.0026,83.0,8.9981,2,2,4
0,3,8,31,1,5,1,0,1,23.02,24.0026,83.0,7.0015,24,2,26
0,3,8,31,1,6,1,0,1,23.02,24.0026,83.0,6.0032,97,3,100
0,3,8,31,1,7,1,0,1,26.78,28.9988,62.0,0.0,258,24,282
0,3,8,31,1,8,1,0,1,29.6,32.0018,43.0,12.998,347,35,382
0,3,8,31,1,9,1,0,1,30.54,32.9984,41.0,0.0,139,27,166
0,3,8,31,1,10,1,0,1,32.42,34.0016,36.0,11.0014,70,27,97
0,3,8,31,1,11,1,0,1,33.36,34.9982,32.0,11.0014,66,53,119
0,3,8,31,1,12,1,0,1,34.3,36.998,33.0,16.9979,115,53,168
0,3,8,31,1,13,1,0,1,34.3,36.998,31.0,19.9995,112,38,150
0,3,8,31,1,14,1,0,1,35.24,38.0012,29.0,12.998,86,37,123
0,3,8,31,1,15,1,0,1,34.3,36.0014,27.0,0.0,77,52,129
0,3,8,31,1,16,1,0,1,34.3,36.0014,27.0,0.0,197,34,231
0,3,8,31,1,17,1,0,1,27.72,28.9988,45.0,19.9995,445,69,514
0,3,8,31,1,18,1,0,1,28.66,30.002,43.0,12.998,475,68,543
0,3,8,31,1,19,1,0,1,26.78,28.0022,51.0,15.0013,350,63,413
0,3,8,31,1,20,1,0,1,25.84,28.9988,62.0,15.0013,256,49,305
0,3,8,31,1,21,1,0,1,24.9,26.999,70.0,16.9979,178,42,220
0,3,8,31,1,22,1,0,1,24.9,26.999,70.0,6.0032,116,21,137
0,3,8,31,1,23,1,0,1,23.96,26.0024,74.0,12.998,82,14,96
0,3,8,31,2,0,1,0,1,23.02,24.9992,74.0,0.0,18,11,29
0,3,8,31,2,1,1,0,1,23.02,24.9992,74.0,7.0015,8,4,12
0,3,8,31,2,2,1,0,1,23.96,26.0024,69.0,0.0,6,2,8
0,3,8,31,2,3,1,0,1,23.02,24.9992,74.0,12.998,5,0,5
0,3,8,31,2,4,1,0,1,23.02,24.9992,74.0,7.0015,10,0,10
0,3,8,31,2,5,1,0,1,23.02,24.9992,74.0,8.9981,17,4,21
0,3,8,31,2,6,1,0,1,23.96,26.0024,69.0,7.0015,105,12,117
0,3,8,31,2,7,1,0,1,25.84,28.0022,61.0,19.0012,320,15,335
0,3,8,31,2,8,1,0,1,26.78,28.9988,58.0,19.0012,398,37,435
0,3,8,31,2,9,1,0,1,28.66,30.002,46.0,19.9995,182,31,213
0,3,8,31,2,10,1,0,1,30.54,32.0018,36.0,19.9995,90,50,140
0,3,8,31,2,11,1,0,1,31.48,32.0018,32.0,27.9993,96,32,128
0,3,8,31,2,12,1,0,1,32.42,32.9984,30.0,19.0012,112,45,157
0,3,8,31,2,13,1,0,1,32.42,32.9984,30.0,15.0013,153,50,203
0,3,8,31,2,14,1,0,1,34.3,34.9982,25.0,19.0012,114,45,159
0,3,8,31,2,15,1,0,1,34.3,34.9982,25.0,19.0012,120,48,168
0,3,8,31,2,16,1,0,1,34.3,34.9982,25.0,19.0012,216,58,274
0,3,8,31,2,17,1,0,2,34.3,36.0014,27.0,8.9981,493,63,556
0,3,8,31,2,18,1,0,2,32.42,34.0016,34.0,12.998,491,65,556
0,3,8,31,2,19,1,0,2,32.42,34.0016,36.0,15.0013,369,85,454
0,3,8,31,2,20,1,0,2,30.54,34.0016,46.0,16.9979,248,40,288
0,3,8,31,2,21,1,0,1,29.6,32.9984,52.0,15.0013,201,53,254
0,3,8,31,2,22,1,0,2,28.66,32.9984,59.0,11.0014,169,22,191
0,3,8,31,2,23,1,0,2,29.6,32.9984,49.0,11.0014,103,29,132
0,3,8,31,3,0,1,0,2,29.6,32.9984,49.0,11.0014,32,11,43
0,3,8,31,3,1,1,0,2,28.66,30.9986,52.0,11.0014,9,7,16
0,3,8,31,3,2,1,0,2,28.66,30.9986,49.0,11.0014,9,2,11
0,3,8,31,3,3,1,0,2,27.72,30.002,55.0,6.0032,4,0,4
0,3,8,31,3,4,1,0,2,27.72,30.002,52.0,11.0014,7,0,7
0,3,8,31,3,5,1,0,2,27.72,30.002,55.0,6.0032,22,2,24
0,3,8,31,3,6,1,0,3,25.84,28.9988,66.0,32.9975,101,9,110
0,3,8,31,3,7,1,0,2,26.78,28.0022,51.0,15.0013,252,19,271
0,3,8,31,3,8,1,0,2,26.78,28.0022,51.0,11.0014,408,29,437
0,3,8,31,3,9,1,0,2,26.78,28.9988,55.0,12.998,172,23,195
0,3,8,31,3,10,1,0,3,26.78,28.9988,58.0,6.0032,59,9,68
0,3,8,31,3,11,1,0,2,26.78,28.9988,58.0,7.0015,93,29,122
0,3,8,31,3,12,1,0,3,27.72,30.002,55.0,8.9981,142,19,161
0,3,8,31,3,13,1,0,2,27.72,30.9986,58.0,15.0013,107,37,144
0,3,8,31,3,14,1,0,2,27.72,30.9986,58.0,15.0013,104,43,147
0,3,8,31,3,15,1,0,2,24.9,28.0022,79.0,8.9981,87,31,118
0,3,8,31,3,16,1,0,3,23.96,26.0024,79.0,0.0,129,21,150
0,3,8,31,3,17,1,0,2,24.9,28.0022,79.0,0.0,378,47,425
0,3,8,31,3,18,1,0,3,24.9,28.0022,84.0,0.0,443,49,492
0,3,8,31,3,19,1,0,3,24.9,28.0022,84.0,0.0,270,51,321
0,3,8,31,3,20,1,0,3,24.9,28.0022,84.0,7.0015,80,7,87
0,3,8,31,3,21,1,0,2,23.96,26.0024,89.0,8.9981,81,7,88
0,3,8,31,3,22,1,0,3,23.96,26.0024,89.0,7.0015,66,11,77
0,3,8,31,3,23,1,0,2,23.96,26.0024,89.0,6.0032,52,4,56
0,3,8,31,4,0,1,0,2,23.96,26.0024,89.0,6.0032,15,2,17
0,3,8,31,4,1,1,0,2,23.02,22.9994,94.0,6.0032,14,3,17
0,3,8,31,4,2,1,0,2,23.02,22.9994,94.0,6.0032,5,2,7
0,3,8,31,4,3,1,0,3,23.02,22.9994,94.0,6.0032,3,0,3
0,3,8,31,4,4,1,0,2,23.96,26.0024,89.0,0.0,7,0,7
0,3,8,31,4,5,1,0,2,23.96,26.0024,89.0,0.0,17,3,20
0,3,8,31,4,6,1,0,2,23.96,26.0024,89.0,19.9995,90,7,97
0,3,8,31,4,7,1,0,2,23.96,26.0024,89.0,19.9995,271,11,282
0,3,8,31,4,8,1,0,2,24.9,26.999,82.0,23.9994,369,29,398
0,3,8,31,4,9,1,0,1,25.84,30.002,74.0,22.0028,162,25,187
0,3,8,31,4,10,1,0,1,25.84,28.0022,71.0,19.9995,89,24,113
0,3,8,31,4,11,1,0,2,26.78,30.002,66.0,15.0013,112,37,149
0,3,8,31,4,12,1,0,2,27.72,30.9986,62.0,15.0013,152,53,205
0,3,8,31,4,13,1,0,1,27.72,30.9986,58.0,0.0,142,63,205
0,3,8,31,4,14,1,0,1,29.6,34.0016,55.0,11.0014,114,53,167
0,3,8,31,4,15,1,0,1,29.6,34.0016,55.0,16.9979,115,50,165
0,3,8,31,4,16,1,0,1,27.72,30.9986,62.0,22.0028,220,70,290
0,3,8,31,4,17,1,0,1,27.72,30.9986,62.0,22.0028,464,91,555
0,3,8,31,4,18,1,0,1,24.9,28.0022,74.0,19.9995,435,88,523
0,3,8,31,4,19,1,0,1,24.9,28.0022,74.0,19.0012,301,65,366
0,3,8,31,4,20,1,0,2,24.9,28.0022,74.0,12.998,245,41,286
0,3,8,31,4,21,1,0,2,24.9,28.0022,74.0,12.998,186,25,211
0,3,8,31,4,22,1,0,1,23.96,26.0024,74.0,12.998,141,33,174
0,3,8,31,4,23,1,0,1,23.02,24.9992,74.0,7.0015,108,24,132
0,3,8,31,5,0,1,0,1,23.02,24.9992,74.0,7.0015,41,13,54
0,3,8,31,5,1,1,0,1,22.08,22.9994,78.0,6.0032,16,3,19
0,3,8,31,5,2,1,0,1,23.02,24.9992,69.0,0.0,14,5,19
0,3,8,31,5,3,1,0,1,22.08,22.9994,78.0,6.0032,6,0,6
0,3,8,31,5,4,1,0,1,22.08,22.9994,78.0,8.9981,6,1,7
0,3,8,31,5,5,1,0,1,22.08,22.9994,78.0,6.0032,16,0,16
0,3,8,31,5,6,1,0,1,22.08,22.9994,78.0,8.9981,94,7,101
0,3,8,31,5,7,1,0,1,23.02,24.0026,78.0,8.9981,247,23,270
0,3,8,31,5,8,1,0,1,24.9,26.999,65.0,15.0013,415,39,454
0,3,8,31,5,9,1,0,1,25.84,28.0022,58.0,7.0015,183,43,226
0,3,8,31,5,10,1,0,1,26.78,28.9988,55.0,8.9981,113,50,163
0,3,8,31,5,11,1,0,2,27.72,30.002,52.0,16.9979,103,44,147
0,3,8,31,5,12,1,0,1,27.72,30.002,52.0,16.9979,159,57,216
0,3,8,31,5,13,1,0,1,28.66,30.9986,52.0,16.9979,164,40,204
0,3,8,31,5,14,1,0,2,28.66,30.9986,52.0,16.9979,164,81,245
0,3,8,31,5,15,1,0,1,27.72,30.002,55.0,16.9979,160,50,210
0,3,8,31,5,16,1,0,1,29.6,32.9984,49.0,16.9979,254,76,330
0,3,8,31,5,17,1,0,1,28.66,30.9986,49.0,19.9995,466,84,550
0,3,8,31,5,18,1,0,1,27.72,30.002,52.0,16.9979,361,105,466
0,3,8,31,5,19,1,0,1,26.78,28.9988,55.0,16.9979,282,90,372
0,3,8,31,5,20,1,0,1,25.84,28.0022,58.0,15.0013,221,70,291
0,3,8,31,5,21,1,0,1,24.9,26.999,65.0,12.998,119,54,173
0,3,8,31,5,22,1,0,1,24.9,26.999,65.0,15.0013,137,51,188
0,3,8,31,5,23,1,0,1,23.96,26.0024,69.0,15.0013,102,37,139
0,3,8,31,6,0,0,0,1,23.02,24.0026,78.0,12.998,104,29,133
0,3,8,31,6,1,0,0,1,23.02,24.0026,78.0,11.0014,50,17,67
0,3,8,31,6,2,0,0,1,23.02,24.0026,78.0,15.0013,39,14,53
0,3,8,31,6,3,0,0,2,23.02,24.0026,78.0,11.0014,28,14,42
0,3,8,31,6,4,0,0,2,23.02,24.0026,83.0,11.0014,5,5,10
0,3,8,31,6,5,0,0,1,22.08,22.0028,89.0,6.0032,4,2,6
0,3,8,31,6,6,0,0,1,22.08,22.0028,89.0,7.0015,22,5,27
0,3,8,31,6,7,0,0,1,23.96,26.0024,83.0,11.0014,49,14,63
0,3,8,31,6,8,0,0,1,23.96,26.0024,83.0,11.0014,94,27,121
0,3,8,31,6,9,0,0,1,26.78,30.002,70.0,15.0013,155,60,215
0,3,8,31,6,10,0,0,2,26.78,30.002,70.0,19.0012,199,91,290
0,3,8,31,6,11,0,0,1,28.66,32.9984,62.0,15.0013,211,138,349
0,3,8,31,6,12,0,0,1,29.6,34.0016,55.0,15.0013,252,130,382
0,3,8,31,6,13,0,0,2,29.6,34.9982,59.0,22.0028,265,176,441
0,3,8,31,6,14,0,0,1,30.54,34.9982,52.0,16.9979,204,176,380
0,3,8,31,6,15,0,0,2,31.48,36.998,53.0,16.9979,232,130,362
0,3,8,31,6,16,0,0,3,26.78,30.9986,79.0,11.0014,188,155,343
0,3,8,31,6,17,0,0,3,26.78,30.9986,79.0,11.0014,88,61,149
0,3,8,31,6,18,0,0,2,25.84,30.002,79.0,30.0026,130,81,211
0,3,8,31,6,19,0,0,3,25.84,30.9986,84.0,16.9979,114,57,171
0,3,8,31,6,20,0,0,3,25.84,30.002,79.0,19.0012,79,58,137
0,3,8,31,6,21,0,0,2,24.9,28.0022,84.0,22.0028,86,28,114
0,3,8,31,6,22,0,0,2,24.9,28.0022,84.0,22.0028,96,24,120
0,3,8,31,6,23,0,0,3,24.9,28.0022,84.0,19.0012,79,29,108
0,3,8,31,0,0,0,0,2,24.9,28.0022,84.0,19.0012,66,14,80
0,3,8,31,0,1,0,0,2,24.9,28.0022,84.0,16.9979,63,10,73
0,3,8,31,0,2,0,0,2,24.9,28.0022,84.0,15.0013,48,18,66
0,3,8,31,0,3,0,0,2,24.9,28.0022,84.0,8.9981,23,9,32
0,3,8,31,0,4,0,0,1,24.9,28.0022,84.0,8.9981,5,1,6
0,3,8,31,0,5,0,0,1,24.9,28.0022,89.0,12.998,4,1,5
0,3,8,31,0,6,0,0,1,24.9,28.0022,89.0,11.0014,10,3,13
0,3,8,31,0,7,0,0,1,24.9,28.0022,84.0,12.998,28,11,39
0,3,8,31,0,8,0,0,1,25.84,30.002,79.0,12.998,66,23,89
0,3,8,31,0,9,0,0,1,27.72,32.9984,75.0,7.0015,102,82,184
0,3,8,31,0,10,0,0,1,29.6,36.998,66.0,8.9981,178,88,266
0,3,8,31,0,11,0,0,1,30.54,38.9978,63.0,0.0,156,113,269
0,3,8,31,0,12,0,0,1,34.3,40.001,42.0,19.9995,209,161,370
0,3,8,31,0,13,0,0,1,34.3,40.001,42.0,19.9995,206,118,324
0,3,8,31,0,14,0,0,1,32.42,36.998,47.0,12.998,192,130,322
0,3,8,31,0,15,0,0,3,25.84,30.002,74.0,19.9995,208,118,326
0,3,8,31,0,16,0,0,3,25.84,30.002,74.0,19.9995,119,74,193
0,3,8,31,0,17,0,0,3,26.78,30.9986,74.0,43.0006,131,63,194
0,3,8,31,0,18,0,0,1,25.84,30.002,74.0,6.0032,155,74,229
0,3,8,31,0,19,0,0,1,25.84,30.002,79.0,11.0014,160,68,228
0,3,8,31,0,20,0,0,1,25.84,30.9986,84.0,8.9981,133,50,183
0,3,8,31,0,21,0,0,1,25.84,30.9986,84.0,7.0015,100,36,136
0,3,8,31,0,22,0,0,1,24.9,28.0022,89.0,12.998,82,21,103
0,3,8,31,0,23,0,0,1,24.9,28.0022,79.0,7.0015,43,12,55
0,3,8,32,1,0,1,0,1,24.9,28.0022,79.0,7.0015,17,13,30
0,3,8,32,1,1,1,0,1,23.96,26.0024,83.0,8.9981,8,4,12
0,3,8,32,1,2,1,0,1,23.02,22.9994,89.0,0.0,3,4,7
0,3,8,32,1,3,1,0,1,23.02,22.9994,89.0,0.0,0,1,1
0,3,8,32,1,4,1,0,1,23.02,22.9994,89.0,7.0015,8,2,10
0,3,8,32,1,5,1,0,1,24.9,28.0022,79.0,6.0032,14,1,15
0,3,8,32,1,6,1,0,1,24.9,26.999,65.0,19.0012,87,8,95
0,3,8,32,1,7,1,0,1,25.84,28.9988,62.0,19.9995,249,18,267
0,3,8,32,1,8,1,0,1,26.78,28.9988,58.0,22.0028,320,29,349
0,3,8,32,1,9,1,0,1,27.72,30.002,55.0,26.0027,146,37,183
0,3,8,32,1,10,1,0,1,29.6,32.9984,52.0,26.0027,62,62,124
0,3,8,32,1,11,1,0,1,30.54,32.9984,48.0,23.9994,89,90,179
0,3,8,32,1,12,1,0,1,30.54,34.0016,46.0,16.9979,134,48,182
0,3,8,32,1,13,1,0,1,31.48,34.0016,44.0,19.9995,108,43,151
0,3,8,32,1,14,1,0,1,30.54,32.9984,43.0,19.9995,109,41,150
0,3,8,32,1,15,1,0,1,31.48,34.0016,41.0,19.9995,86,40,126
0,3,8,32,1,16,1,0,1,32.42,34.9982,39.0,19.0012,218,64,282
0,3,8,32,1,17,1,0,1,32.42,34.9982,39.0,11.0014,460,67,527
0,3,8,32,1,18,1,0,1,31.48,34.0016,41.0,8.9981,465,64,529
0,3,8,32,1,19,1,0,1,30.54,32.9984,43.0,7.0015,352,64,416
0,3,8,32,1,20,1,0,1,29.6,34.0016,55.0,0.0,215,71,286
0,3,8,32,1,21,1,0,1,27.72,30.9986,58.0,6.0032,156,30,186
0,3,8,32,1,22,1,0,1,27.72,30.9986,58.0,7.0015,121,26,147
0,3,8,32,1,23,1,0,1,26.78,30.002,66.0,7.0015,53,19,72
0,3,8,32,2,0,1,0,1,25.84,30.002,79.0,8.9981,25,10,35
0,3,8,32,2,1,1,0,1,25.84,28.9988,66.0,0.0,9,5,14
0,3,8,32,2,2,1,0,1,25.84,28.9988,70.0,0.0,3,9,12
0,3,8,32,2,3,1,0,1,25.84,28.9988,62.0,0.0,3,0,3
0,3,8,32,2,4,1,0,1,24.9,28.0022,74.0,0.0,6,1,7
